iPhone Model,Reviews
iPhone 7,Five Stars.Just received my iPhone 7 32GB great shipping time and it works perfectly
iPhone 7,Five Stars.The iPhone 7 is great. I am totally satisfied!
iPhone 7,"So far so good. I received the product on time as expected new and sealed.
It is working fine."
iPhone 7,Five Stars.AppleiPhone7 is just great
iPhone 7,Very Good.
iPhone 7,so far so good.
iPhone 7,I love the phone
iPhone 7,"Perfect device, I'm happy"
iPhone 7,Five Stars
iPhone 7,"Phone is working 100%
It was just as described, (used very good)"
iPhone 7,"it doesnâ€™t work.it didnâ€™t even work right. would notice my sims card at all. overall it was not what i was expecting. and hate it and i want my money back!! it wonâ€™t work one one said it just awful
"
iPhone 7,"Bought this for my fiance and he loves it, there are new features to discover the more you use it. Pricey but worth the money..."
iPhone 7,The call volume is very low... When youre making a call you can hardly hear the phone ringing. Also when the persons answer you can hardly hear them too although the volume is on maximum
iPhone 7,"
Five Stars"
iPhone 7,"
One Star"
iPhone 7,Five Stars
iPhone 7,"Over all, very good.Front display has some scratches on the glass but the everything else is flawless. After adding a glass screen protector, looks and feels like-new. Very happy with my purchase"
iPhone 7,"IT works ok, IT is like new. Besides it comes with case and glass protect."
iPhone 7,"
Five Stars.I am happy with my iPhone 7! Everything ok!"
iPhone 7,Five Stars.PERFECT.
iPhone 7,So far I have loved the new phone. Great service and fast delivery. It came in great condition and is functioning flawlessly. I will continue to look for my electronic needs on your account. Thank you
iPhone 7,"My phone was not compatible with Verizon, despite being advertised that way."
iPhone 7,Terrible! Like used and something fake!
iPhone 7,Not recommended!
iPhone 7,Five Stars
iPhone 7,I love my iPhone 7 overall it dies fast but what else do you expect with older iPhone versions
iPhone 7,One Star
iPhone 7,"
Very good"
iPhone 7,Five Stars
iPhone 7,Good
iPhone 7,"
I love it. Really exceeded my expectation"
iPhone 7,Everything ok
iPhone 7,Five Stars
iPhone 7,Waste.Keeps shutting off
iPhone 7,Five Stars.As described and happy for that .
iPhone 7,Five Stars.Excellent working well
iPhone 7,Excellent 
iPhone 7,Five Stars
iPhone 7,As described. Great phone
iPhone 7,Five Stars.Great phone. Flawless
iPhone 7,Five Stars.Works great
iPhone 7,"Five Stars.Everything good as expected, Thanks!"
iPhone 7,Five Stars.Legit phone no issues unlocked !!
iPhone 7,Five Stars.its very well
iPhone 7,Excellent.
iPhone 7,Is good is Almost the 6 versiÃ³n
iPhone 7,Excellent.Worked perfect. No problems once SIM card was installed.
iPhone 7,Five Stars.Its perfect
iPhone 7,Five Stars.
iPhone 7,Five Stars.Awesome...
iPhone 7,Five Stars.Excelent...
iPhone 7,DONT BUY! I just received phone today and when I opened the package the phone was just thrown inside a box in a plastic bag no other protection was used and the screen is damaged! Also the charger included was not for an iPhone and is sliced!
iPhone 7,it doesnâ€™t look like the way it was described. It not worth the price and doesnâ€™t look like the picture at all. I going to return it.
iPhone 7,Failure!
iPhone 7,"As described and shipped quick.
Phone was sealed.
So far perfect purchase."
iPhone 7,Five Stars
iPhone 7,Five Stars.Good product
iPhone 7,Product was new as mentioned and was delivered on time.
iPhone 7,The phone is top notch. One of the speakers on the bottom doesn't work but it's really a non issue for me.
iPhone 7,Five Stars.Magnificent!
iPhone 7,Good product
iPhone 7,Five Stars
iPhone 7,"My Iphone was unlocked and you said me that I have to buy a verizon sim card to unlocked, so I did it, but It still does not working."
iPhone 7,The phone was not unlocked. I found AT&T has it locked and I could not get them to unlock it. I returned it and they have had it a week but have not refunded my money.
iPhone 7,Five Stars.Excellent product and delivery on time
iPhone 7,Five Stars.Great phone!!
iPhone 7,Phone does not work.
iPhone 7,Five Stars.Product excelent... I'm very happy
iPhone 7,GREAT PHONE.
iPhone 7,Just had to replace. I expected it to last longer. Was not cheap!
iPhone 7,Five Stars.
iPhone 7,The volume button turns up by itself...very disappointed
iPhone 7,Five Stars.Excelent!!
iPhone 7,Five Stars
iPhone 7,"Fast shipping, & was brand new! Thank you!"
iPhone 7,Five Stars.Expectations fully met.
iPhone 7,Five Stars
iPhone 7,"Five Stars.Wonderful phone, cool feature"
iPhone 7,Five Stars.Excellent
iPhone 7,Five Stars
iPhone 7,Five Stars.Excelent
iPhone 7,"Faulty.Love the design and a great phone but sometimes the home, power and volume buttons become unresponsive and other times the camera is just completely blank or blurred and I'm unable to take pictures. Also lags here or there. Don't really recommend."
iphone 7,"Total rip-off these phones are defective.I bought this phone back in February and it developed a hardware issue. My phone (Iphone 7 128GB) recently developed an issue in cellular signal, still searching for network and could not recognize the carrier, so i did a reset of network settings and restart the phone then the screen goes to black and white lines and the phone restart itself continuously tell i remove the SIM card or put it in airplane mode, and i have been tried another SIM cards but the problem still exist.
Thereafter, i connect it to ITunes and ITunes told me that you have to update phone to IOS V. 11 but actually i already updated my phone to IOS V.11. then i tried to update the phone but unfortunately the process failed with the unknown error (-1) and the phone currently stuck in a recovery mode and also i tried restore process and face the same error. I took very good care of this phone bear in mind, it's in near mint condition. So disappointing that they do this to people. Never buy a phone off of Amazon, its too much of an investment to risk buying from these shady sellers. Buy it from your carrier, get a protection plan and warranty otherwise you'll be stuck with a $800.00 piece of metal and glass and the seller will tell you ""It's your problem now, sorry."" I went through Apple and T-Mobile neither of the two could do anything about it."
iphone 7,Do not buy if you have Verizon!Do not buy if you have Verizon! I purchased this to use on Verizon only to be told this phone isnâ€™t compatible even though it says it can be used by any carrier
iphone 7,"I'm very disappointed. It started all good like everything else in ...This phone did not even last a year. I'm very disappointed.

It started all good like everything else in life and then the phone came up with an error.
checked online and its a RAM failure in the phone. Of course, my not venture is to contact the seller, but don't be surprised I cant get in contact with them.

I'm done"
iphone 7,Buyer beware.Attempted to activate device on Verizon. Activation was blocked because device was flagged as Lost/Stolen and my account was suspended. Returning this item.
iphone 7,"first, I don't have this. Secondly, there.first,I don't have this .Secondly,there is a sim card in the phone."
iphone 7,"Used phone, doesn't seem refurbished.Phones works perfectly but came with deep scratches on screen. Did not come in original box. Came with a use, extremely worn out charger and a cheap third party cable."
iphone 7,Would Reccommend.I have had this phone for about one year now and it has never failed me. It was been able to withstand many drops and has not broken. The battery lasts a full day at moderate use. Great phone!
iphone 7,"Great quality. 
Good quality product received I n immaculate condition."
iphone 7,I like it. Good phone
iphone 7,Good buy. Good buy at a cheaper price
iphone 7,"
Five stars.I had no problem with this product. I arrived on time and it was what I was offered"
iphone 7,"One Star. It's not unlocked like the ad.
So, I had to return the item."
iphone 7,"Fast delivery. 
The phone was delivered fast (within four days) and the product looks just as described. I've had it for a week now and my iPhone works just fine. I use AT&T btw."
iphone 7,"flawless phone .love it.  love this phone everything i was looking in a phone found it .the seller was great delivere it on time and as described brand new out the box and the price unbeatable.
"
iphone 7,Five Stars. My iPhone is perfect. Arrived in time. Seller very good!
iphone 7,"of 5 starsIPhone 7 - it's amazing! It looks nice and working very fast and ....Many thanks to store, shipping was really fast. IPhone 7 - it's amazing! It looks nice and working very fast and simple. I didn't use I phones before, so Im surprised!!!
"
iphone 7,"Very glitchy, several issues with the camera (black patch ...Very glitchy, several issues with the camera (black patch in corner) and sometimes takes a very long time to warm up and turn on from standby.
"
iphone 7,"Four Stars
Iphone is working good
"
iphone 7,"Five Stars. Amazing phone
"
iphone 7,"Damage iphone 7 couldn't charge and couldn't switch on. iPhone was not charging and neither even turn on. I received damage and fake phone. Do not recommend to buy iphone from this shipper.
"
iphone 7,thanks. Its work in libya every thing is ok thanks
iphone 7,I love it!.Genuine iPhone 7! I love it!
iphone 7,Great price! Advertised as USA phone.Great price! Advertised as USA phone. Got charger non USA. Everything else great! ðŸ˜€
iphone 7,Five stars. Awesome!
iphone 7,Five Stars. very gd
iphone 7,"
Bad phone. One of the phones had a issue not working perfectly"
iphone 7,"Five Stars. Really good quality! Only some scratches on the body, the screen is brand new.."
iphone 7,"Five Stars.The I Phone and the I Blason case protector plus their delvery fullfilled my espectations! Thanks!
"
iphone 7,"Five Stars. So far so good. No complaints

"
iphone 7,Five Stars. Amazona
iphone 7,"Five Stars.Delivered on time, unlocked, exactly as advertised.
"
iphone 7,Good quality. One small scratch on.
iphone 7,Five Stars. A good size and great photos:
iphone 7,"Five Stars. 
Amazing condition thanks so much"
iphone 7,One Star. WAS NOT UNLOCKED
iphone 7,"Five Stars.Only for say thanks, everything all right"
iphone 7,"Five Stars. I love it!!!
"
iphone 7,Five Stars. The best iPhone until the next.
iphone 7,Five stars. Phenomenal
iphone 7,Five Stars. All right with the product and shipping
iphone 7,"Misleading.This is NOT the unlocked SKU for the iPhone 7. What I received was a post-hoc ""unlocked"" AT&T iPhone instead of the actual unlocked iPhone. As a result, it would not work with Verizon."
iphone 7,Five Stars. Perfect and tkts
iphone 7,Five Stars. Legit ðŸ¤˜ðŸ½ðŸ”¥
iphone 7,"
Good service. Arrived on time and as described."
iphone 7,Five Stars.Five Stars
iphone 7,Five Stars. excellent
iphone 7,I love my iPhone 7.t's great
iphone 7,Four Stars.Good
iphone 7,Sent the unlocked phones to India for family over there and they are very satisfied and the phones work great. he phones arrived on the first day of the promised time frame. Sent the unlocked phones to India for family over there and they are very satisfied and the phones work great!!!
iphone 7,"iPhone 7 was absolutely beautiful, unlocked. iPhone 7 was absolutely beautiful, unlocked, brand-new, in pristine and PERFECT condition,with a 1 year guarantee,but, unfortunately, I sent it to a Pentecostal pastor friend in Pakistan and it was Stolen!:( However and very fortunately, i had set it up for him and was able to report it on i cloud as stolen,No one can use it now )PLEASE pray that it will be returned ASAP! Thx"
iphone 7,Terrible. Everything came damaged :( I returned it and waiting for refund .
iphone 7,"
5.0 out of 5 stars... got mine in the mail on time and its super queefy; ) 
I got mine in the mail on time and its super queefy;)"
iphone 7,"goodgood but little bit disappointed because boxcase edge be crushed. goodgood
but little bit disappointed
because boxcase edge be crushed....."
iphone 7,"Not satisfied.Is OK no more changes apple need to work on cost
"
iphone 7,"3.0 out of 5 starsPhone I received (from GreenInc USA) was an AT&T unlocked ...Phone I received (from GreenInc USA) was an AT&T unlocked, seller was not specific on this point and was not very responsive to my questions either. I was able to use the phones on AT&T/T-Mobile but not on Verizon.
"
iphone 7,"3.0 out of 5 starsI have been accustomed to using the 6S plus which has larger fonts and easy to type on. t's okay. I have been accustomed to using the 6S plus which has larger fonts and easy to type on. So for that reason I did not find it to good for me, but is is handy and small to travel with unlike the bigger one 6S plus."
iphone 7,"Very bad experience. I am not satisfied at all, I bought I phone, shipped to me to Egypt, the phone is activated from day 6th Ocober, though I bought it on 23th of October...
"
iphone 7,"Three Stars. Still observing. No serious noticeable difference from IPhone 6 yet
"
iphone 7,"I love my new iPhone 7 128GB. I love my new iPhone 7 128GB, BUT I wanted black and they sent me jet black. But the rest! PERFECT! THANK YOU BROSS COMPUTER

"
iphone 7,"My IPhone. It came when you said it would and was exactly as I wanted.
"
iphone 7,"Four Stars. they're good and i got them in time .. thanks
"
iphone 7,"Five Stars. good
"
iphone 7,"Five Stars. Very good
"
iphone 7,Five Stars. Perfect
iphone 7,"it the best one yet? I think so!'m back and it's better than ever

I was in the market for a new phone, and decided since it was the actual launch day, I'd go down to my ATT store and purchase something. I wasn't sure that I would purchase an iPhone 7 (honestly, about 80 percent sure I would) and I waited in line. The whole actual waiting part wasn't as tremendously large as it's quoted as being. I really didn't have to wait all that long, which I think is in part to a lot of people not seeing the potential in this phone.

After I purchased the phone, I immediately went and got a Charging case from the same store. This not only allows me to charge my phone, but use my headphones at the same time. I don't have a need for headphones that I can lose (AIRPODS) and I like that Apple actually gives an alternative to you, you get to use corded earpods, and if your battery case is charged (essentially an external battery), you have about 1-2 days of full fledge battery life (and I use my phone a lot) and can still use the headphones.

The speed of this one is what amazed me to be totally honest with you. I'm coming back to Apple after a small break and using a GoPhone (ZTE MAVEN) on the postpaid service. The Maven did well honestly, and I kept it around for a lot longer than I usually do. It just worked, and that can't be said for most phones. I'd experimented with iOS10 with my iPad, but I can say, it works a lot better on this than the iPad. Games, videos, even texting, are so much faster, it's hard to believe. The Digital Touch message feature is a nice touch, however, how much I'll use it I've yet to see.

Having no physical home button is not a ""biggie"" to me. There is a haptic feedback button in place of this, which is essentially a touch sensitive button, but it actually has a feeling as though you're pressing it. It's kind of how the trackpad works on the MacBooks. A nice touch. It took a little bit to get used to, and choose the ""touch"" I wanted, but after doing so, it's been easy.

I'm not displeased as many people would think about the headphone issue, as many people are. I use headphones, but so long as there is a workaround, which Apple has done, I'm not bothered. I can still use the earpods with the lightning connector. I guess it would be an inconvenience to you if your battery-case (if you bought one, or buy one) is dead, and I can actually see that being an issue. But this is why you need to watch battery levels.

The camera is EXCELLENT. I've been a photographer for the better part of my life, and can leave my Nikon at home and walk out with this and be confident that any shots I need to take, can be taken with this. HDR is a must.

Sound quality with this unit is very good, however, I must say, if you have a screen protector on the phone, you can legitimately feel the sound coming thru the speakers, thru the screen protector. Every phone that has had a screen protector that I've tested on the iPhone 7, has had this issue. All of the floor models that don't are fine. It doesn't bother me tremendously, but for a high end phone, you'd think that design would have been looked at before the phone was released.

Overall, I'm pleased, and I think I will be for the foreseeable future. But I usually love almost every phone that I've owned, so, I'm not sure how biased I actually might be. As the experience continues, I'll be sure to update my review with any updates that would be beneficial."
iphone 7,"
It happens to be the best phone on the market....Iphone 7 is pretty solid. It's best feature hands down is the waterproof, FINALLY. The speed is incredible. The Touch ID is faster than you might want. The haptic feedback home button is genius. The rose gold is stunning. I upgraded from an i6 and I am glad I did.
"
iphone 7,Four stars. Expensive
iphone 7,"Outright lie in the title. As previous reviewers have pointed out, this iPhone was not unlocked. For people specifically buying this to use internationally, I would recommend any other seller"
iphone 7,"
4.0 out of 5 starsa great leap from the iPhone 6s, but not enough to keep me using iPhones. This is probably what the iPhone 6 should've looked like from the beginning. That space grey was boringly ugly and tho this looks much better, it's just a little bit too late for me.

Rumors suggested a sexy deep blue or something, that would've kept me using this a tad longer and am sure Apple were about to do it ... but anyways

the phone is the typical better than last year's iPhone
better performance, not much better battery and a better camera

The performance and feel difference were great!
it just felt that much faster and felt way newer than previous upgrades have felt, the camera was way better, especially in low light and the battery was a typical iPhone batter

But there was nothing else to speak about regarding the device, you just get new software features which they optimize best for the new iPhone, so you're basically buying the latest iOS operator rather than a new phone.

There is no discovery too, you just load your backup and here you are at exactly the same homescreen trying a couple of features that are probably cool, just not cool enough.

I was scared of moving to Android, my last attempt with the Nexus 6 failed epically due to the world famous crashes and a much much worse battery life, I may have had a faulty device but that was enough to stop me from getting one of my all time want phones, the Moto X Style Edition.

So I managed to get the Moto Z and use it with the iPhone 7 for a while using the same number on two different sim cards, it didn't take me long to start reaching for the Moto Z and leave the iPhone at home all together ... and just like that I moved to Android and I think I moved to Android at the right time cuz Android was sluggish and crashy, while iOS was snappy and reliable

and I think starting iOS 7, iPhones started to degrade a little faster and later iOS versions started to become just a little bit unstable

while Android starting from Marshmallow started getting a little bit more reliable and"
iphone 7,"Awesome phone! .Honestly I love the upgrade I made to the iPhone 7 (from iPhone 6). It is fast with the latest IOS 10 and loving the 128gb. I would not recommend getting the lowest space possible which is 32gb because it sucked having the 16gb iPhone 6. Also they did a study saying the 32gb model is slower as well. The one downside I have about the phone is the phone is missing the headphone jack, but they removed it so the phone could be water resistant and so they could put in a better vibration to the phone. They also removed the home button the takes place in every iPhone before the 7, but they replaced it with a touch button that tricks you into thinking it's a real button. Don't get this phone if you already have the iPhone 6s because it will not be a huge upgrade. PS. The pictures are ones I took on this phone, not pictures of the phone."
