iPhone Model,Reviews
iPhone 7 Plus,Five Stars. Wonderful at The Moment
iPhone 7 Plus,Two Stars. The seal was broken before I got it
iPhone 7 Plus,"Not turly unlocked. it's sold as unlocked, but when delivered, I was surprised to find out that it wont work on Verizon or Tmobile networks"
iPhone 7 Plus,Five Stars. Good
iPhone 7 Plus,Five Stars. Fulfilled my expectations. 
iPhone 7 Plus,"I HAVE TO TOUCH THE HOME BUTTON W/BARE HANDS

This means that I can no longer wear gloves while using my phone. No gloves, not even E tip or rubber gloves. None of them work with my phone. So if you work in the medical field, or as a mechanic keep this in mind. Heck, even if you live where the weather is cold! I even had to cut a hole in my arm bands clear plastic cover to access my phone.

SOLUTION

I just found out there is a tweak you can do if you have to wear gloves:

Go to Settings -> General -> Accessibility and turn Assistive Touch on.

This will add a virtual button that you can move around the screen called Assistive Touch dot. Then to unlock your iPhone 7:

1. Press the sleep button on the right of the phone.
2. Press the Assistive Touch dot.
3. Touch the home button.
4. Enter your SIX digit pass code.

Okay, so now I feel better, but I still want to share this with others, just in case they aren't into ALL THE EXTRA STEPS each time you want to open the phone.

OTHER CONS

1. I have it on the most sensitive touch and still have to press it rather hard. It really was so much easier on my iPhone 5. Also, it keeps opening Siri instead of accessing my home screen. I have tried it on every sensitivity level.
2. While the finger print thing is a cool feature, I have to do it several times before it works. Then half of the time it ends up opening Siri and I have to shut her down and start over.

I love everything else about my new phone and will leave it up to the other, more knowledgeable, reviewers to give you the details on the other aspects."
iPhone 7 Plus,Five Stars. I love it!! Totally worth it.
iPhone 7 Plus,"I can't use it, the phone only can use AT&T and T-mobile. My phone is Verizon. I am so mad at it"
iPhone 7 Plus,"Phone is great. It is brand new and sealed. Phone is great. It is brand new and sealed, but it does not have any great difference with IPhone 6s lol."
iPhone 7 Plus,Five Stars. Good
iPhone 7 Plus,"I had a horrible experience with receiving this item on time. I had a horrible experience with receiving this item on time. Secondly, after it arrived, I noticed it was missing a needle like stuff that is supposed to be used to open the SIM card slot"
